"","Monitoring_Location_ID","Activity_ID","Characteristic_Name","Organization_ID","Project_ID","Activity_Type","Activity_Start_Date","Laboratory_Name","Result_Value_Type","Result_Value","Subject_Taxonomic_Name","Activity_Media","Sample_Collection_Method_ID","Detection_Limit_Unit","Detection_Limit_Value","Characteristic_Name_abr","Mass_g","Length_cm","n","Sum_PFAS","Waterbody","Location_ID","Region","Latitude","Longitude","pct_PFAS","Year","Month"
"549","PAT0285","2021FTC_PATP_B","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.236,"PFHxA",64.6,156.8,5,4.389,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"550","PAT0285","2021FTC_PATP_A","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0.706,"Ambloplites rupestris","Tissue","SP-003","ng/g",0.226,"PFUnA",67.8,160.4,5,11.033,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0.0639898486359105,2021,10
"551","PAT0285","2021FTC_PATP_A","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Ambloplites rupestris","Tissue","SP-003","ng/g",0.226,"PFBS",67.8,160.4,5,11.033,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"552","PAT0285","2021FTC_PATP_A","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Ambloplites rupestris","Tissue","SP-003","ng/g",0.226,"PFOA",67.8,160.4,5,11.033,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"554","PAT0285","2021FTC_PATP_A","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Ambloplites rupestris","Tissue","SP-003","ng/g",0.451,"NMeFOSA",67.8,160.4,5,11.033,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"556","PAT0285","2021FTC_PATP_B","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.473,"NMeFOSA",64.6,156.8,5,4.389,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"559","PAT0285","2021FTC_PATP_B","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.236,"PFTeDA",64.6,156.8,5,4.389,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"560","PAT0285","2021FTC_PATP_B","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.236,"PFTrDA",64.6,156.8,5,4.389,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"561","PAT0285","2021FTC_PATP_B","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",3.63,"Lepomis auritus","Tissue","SP-003","ng/g",0.236,"PFOS",64.6,156.8,5,4.389,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0.827067669172932,2021,10
"564","PAT0285","2021FTC_PATP_A","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0.47,"Ambloplites rupestris","Tissue","SP-003","ng/g",0.226,"PFTrDA",67.8,160.4,5,11.033,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0.0425994743043596,2021,10
"566","PAT0285","2021FTC_PATP_A","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Ambloplites rupestris","Tissue","SP-003","ng/g",0.226,"PFNA",67.8,160.4,5,11.033,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"567","PAT0285","2021FTC_PATP_B","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0.474,"Lepomis auritus","Tissue","SP-003","ng/g",0.236,"PFUnA",64.6,156.8,5,4.389,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0.107997265892003,2021,10
"568","PAT0285","2021FTC_PATP_A","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0.467,"Ambloplites rupestris","Tissue","SP-003","ng/g",0.226,"PFODA",67.8,160.4,5,11.033,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0.0423275627662467,2021,10
"569","PAT0285","2021FTC_PATP_B","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.236,"PFHpA",64.6,156.8,5,4.389,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"570","PAT0285","2021FTC_PATP_B","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.236,"PFNA",64.6,156.8,5,4.389,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"574","PAT0285","2021FTC_PATP_B","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.236,"PFHxS",64.6,156.8,5,4.389,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"576","PAT0285","2021FTC_PATP_A","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Ambloplites rupestris","Tissue","SP-003","ng/g",0.226,"PFTeDA",67.8,160.4,5,11.033,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"577","PAT0285","2021FTC_PATP_B","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.473,"EtFOSA",64.6,156.8,5,4.389,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"578","PAT0285","2021FTC_PATP_A","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Ambloplites rupestris","Tissue","SP-003","ng/g",0.226,"PFHxS",67.8,160.4,5,11.033,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"580","PAT0285","2021FTC_PATP_A","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Ambloplites rupestris","Tissue","SP-003","ng/g",0.451,"EtFOSA",67.8,160.4,5,11.033,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"581","PAT0285","2021FTC_PATP_B","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0.285,"Lepomis auritus","Tissue","SP-003","ng/g",0.236,"PFDA",64.6,156.8,5,4.389,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0.0649350649350649,2021,10
"583","PAT0285","2021FTC_PATP_A","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Ambloplites rupestris","Tissue","SP-003","ng/g",0.226,"PFHpA",67.8,160.4,5,11.033,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"584","PAT0285","2021FTC_PATP_B","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.236,"PFBS",64.6,156.8,5,4.389,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"586","PAT0285","2021FTC_PATP_A","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Ambloplites rupestris","Tissue","SP-003","ng/g",0.226,"PFHxA",67.8,160.4,5,11.033,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"587","PAT0285","2021FTC_PATP_A","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0.57,"Ambloplites rupestris","Tissue","SP-003","ng/g",0.226,"PFDA",67.8,160.4,5,11.033,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0.0516631922414574,2021,10
"588","PAT0285","2021FTC_PATP_B","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-20,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.236,"PFOA",64.6,156.8,5,4.389,"Patapsco River","Rt. 99","Metro","39 18.740","76 47.553",0,2021,10
"589","POT1471","2021FTC_WHIT_A","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.456,"EtFOSA",1161,509,5,1.906,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"590","POT1471","2021FTC_WHIT_B","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.476,"EtFOSA",360,300.4,5,6.92,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"591","POT1471","2021FTC_WHIT_A","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.228,"PFNA",1161,509,5,1.906,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"592","POT1471","2021FTC_WHIT_A","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0.568,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.228,"PFODA",1161,509,5,1.906,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0.29800629590766,2021,10
"593","POT1471","2021FTC_WHIT_B","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.238,"PFHpA",360,300.4,5,6.92,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"594","POT1471","2021FTC_WHIT_A","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.228,"PFHpA",1161,509,5,1.906,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"595","POT1471","2021FTC_WHIT_A","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.456,"NMeFOSA",1161,509,5,1.906,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"597","POT1471","2021FTC_WHIT_A","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.228,"PFOA",1161,509,5,1.906,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"598","POT1471","2021FTC_WHIT_A","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.228,"PFUnA",1161,509,5,1.906,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"599","POT1471","2021FTC_WHIT_B","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0.29,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.238,"PFDA",360,300.4,5,6.92,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0.041907514450867,2021,10
"600","POT1471","2021FTC_WHIT_A","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.228,"PFBS",1161,509,5,1.906,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"601","POT1471","2021FTC_WHIT_B","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.238,"PFHxS",360,300.4,5,6.92,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"602","POT1471","2021FTC_WHIT_B","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.238,"PFTeDA",360,300.4,5,6.92,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"603","POT1471","2021FTC_WHIT_B","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.238,"PFHxA",360,300.4,5,6.92,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"604","POT1471","2021FTC_WHIT_B","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.238,"PFOA",360,300.4,5,6.92,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"605","POT1471","2021FTC_WHIT_B","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.238,"PFODA",360,300.4,5,6.92,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"607","POT1471","2021FTC_WHIT_A","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.228,"PFHxS",1161,509,5,1.906,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"608","POT1471","2021FTC_WHIT_A","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0.298,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.228,"PFDA",1161,509,5,1.906,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0.156348373557188,2021,10
"609","POT1471","2021FTC_WHIT_B","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.476,"NMeFOSA",360,300.4,5,6.92,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"610","POT1471","2021FTC_WHIT_A","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",1.04,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.228,"PFOS",1161,509,5,1.906,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0.545645330535152,2021,10
"611","POT1471","2021FTC_WHIT_B","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.238,"PFTrDA",360,300.4,5,6.92,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"612","POT1471","2021FTC_WHIT_B","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.238,"PFUnA",360,300.4,5,6.92,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"613","POT1471","2021FTC_WHIT_B","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",6.63,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.238,"PFOS",360,300.4,5,6.92,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0.958092485549133,2021,10
"614","POT1471","2021FTC_WHIT_B","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.238,"PFNA",360,300.4,5,6.92,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"616","POT1471","2021FTC_WHIT_A","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.228,"PFHxA",1161,509,5,1.906,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"617","POT1471","2021FTC_WHIT_A","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.228,"PFTrDA",1161,509,5,1.906,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"621","POT1471","2021FTC_WHIT_B","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.238,"PFBS",360,300.4,5,6.92,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"624","POT1471","2021FTC_WHIT_A","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-26,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.228,"PFTeDA",1161,509,5,1.906,"Patapsco River","White's Ferry","Metro","39 09.259","77 31.292",0,2021,10
"645","SAV0011","2020FTC_SAVA_A","perfluorooctanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-11-19,"Alpha Analytical","Actual",0,"Salmo trutta","Tissue","SP-003","ng/g",0.891,"PFOA",378,328.75,4,1.56,"Savage River","Bloomington","Western","39 29.189","79 05.257",0,2020,11
"646","SAV0011","2020FTC_SAVA_A","perfluorononanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-11-19,"Alpha Analytical","Actual",0,"Salmo trutta","Tissue","SP-003","ng/g",0.891,"PFNA",378,328.75,4,1.56,"Savage River","Bloomington","Western","39 29.189","79 05.257",0,2020,11
"647","SAV0011","2020FTC_SAVA_B","perfluoroundecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-11-19,"Alpha Analytical","Actual",0,"Salmo trutta","Tissue","SP-003","ng/g",0.971,"PFUnA",98.25,222.5,4,2.78,"Savage River","Bloomington","Western","39 29.189","79 05.257",0,2020,11
"648","SAV0011","2020FTC_SAVA_A","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-11-19,"Alpha Analytical","Actual",0,"Salmo trutta","Tissue","SP-003","ng/g",0.891,"PFBS",378,328.75,4,1.56,"Savage River","Bloomington","Western","39 29.189","79 05.257",0,2020,11
"649","SAV0011","2020FTC_SAVA_A","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2020","Sample-Routine",2020-11-19,"Alpha Analytical","Actual",0,"Salmo trutta","Tissue","SP-003","ng/g",0.891,"EtFOSA",378,328.75,4,1.56,"Savage River","Bloomington","Western","39 29.189","79 05.257",0,2020,11
"650","SAV0011","2020FTC_SAVA_A","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-11-19,"Alpha Analytical","Actual",0,"Salmo trutta","Tissue","SP-003","ng/g",0.891,"PFTeDA",378,328.75,4,1.56,"Savage River","Bloomington","Western","39 29.189","79 05.257",0,2020,11
"651","SAV0011","2020FTC_SAVA_B","perfluorooctanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-11-19,"Alpha Analytical","Actual",0,"Salmo trutta","Tissue","SP-003","ng/g",0.971,"PFOA",98.25,222.5,4,2.78,"Savage River","Bloomington","Western","39 29.189","79 05.257",0,2020,11
"652","SAV0011","2020FTC_SAVA_A","perfluorotridecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-11-19,"Alpha Analytical","Actual",0,"Salmo trutta","Tissue","SP-003","ng/g",0.891,"PFTrDA",378,328.75,4,1.56,"Savage River","Bloomington","Western","39 29.189","79 05.257",0,2020,11
"653","SAV0011","2020FTC_SAVA_B","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-11-19,"Alpha Analytical","Actual",0,"Salmo trutta","Tissue","SP-003","ng/g",0.971,"PFBS",98.25,222.5,4,2.78,"Savage River","Bloomington","Western","39 29.189","79 05.257",0,2020,11
"654","SAV0011","2020FTC_SAVA_A","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-11-19,"Alpha Analytical","Actual",1.56,"Salmo trutta","Tissue","SP-003","ng/g",0.891,"PFOS",378,328.75,4,1.56,"Savage River","Bloomington","Western","39 29.189","79 05.257",1,2020,11
"655","SAV0011","2020FTC_SAVA_B","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2020","Sample-Routine",2020-11-19,"Alpha Analytical","Actual",0,"Salmo trutta","Tissue","SP-003","ng/g",0.971,"NMeFOSA",98.25,222.5,4,2.78,"Savage River","Bloomington","Western","39 29.189","79 05.257",0,2020,11
"656","SAV0011","2020FTC_SAVA_B","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-11-19,"Alpha Analytical","Actual",0,"Salmo trutta","Tissue","SP-003","ng/g",0.971,"PFTeDA",98.25,222.5,4,2.78,"Savage River","Bloomington","Western","39 29.189","79 05.257",0,2020,11
"657","SAV0011","2020FTC_SAVA_A","perfluorodecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-11-19,"Alpha Analytical","Actual",0,"Salmo trutta","Tissue","SP-003","ng/g",0.891,"PFDA",378,328.75,4,1.56,"Savage River","Bloomington","Western","39 29.189","79 05.257",0,2020,11
"658","SAV0011","2020FTC_SAVA_A","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-11-19,"Alpha Analytical","Actual",0,"Salmo trutta","Tissue","SP-003","ng/g",0.891,"PFHxS",378,328.75,4,1.56,"Savage River","Bloomington","Western","39 29.189","79 05.257",0,2020,11
"659","SAV0011","2020FTC_SAVA_B","perfluorotridecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-11-19,"Alpha Analytical","Actual",0,"Salmo trutta","Tissue","SP-003","ng/g",0.971,"PFTrDA",98.25,222.5,4,2.78,"Savage River","Bloomington","Western","39 29.189","79 05.257",0,2020,11
"660","SAV0011","2020FTC_SAVA_B","perfluorononanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-11-19,"Alpha Analytical","Actual",0,"Salmo trutta","Tissue","SP-003","ng/g",0.971,"PFNA",98.25,222.5,4,2.78,"Savage River","Bloomington","Western","39 29.189","79 05.257",0,2020,11
